week_start_date,district,average_temperature,average_rainfall
2014-11-10,Matale,25.19,8.46
2014-11-17,Matale,24.61,18.31
2014-11-24,Matale,23.74,14.23
2014-12-01,Matale,24.73,5.61
2014-12-08,Matale,25.17,7.96
2014-12-15,Matale,24.44,31.84
2014-12-22,Matale,22.59,45.53
2014-12-29,Matale,24.68,2.23
2015-01-05,Matale,23.57,0.2
2015-01-12,Matale,23.9,0.01
2015-01-19,Matale,24.41,0.13
2015-01-26,Matale,24.94,1.57
2015-02-02,Matale,24.7,2.23
2015-02-09,Matale,25.07,1.87
2015-02-16,Matale,23.35,0.13
2015-02-23,Matale,25.23,8.96
2015-03-02,Matale,25.49,1.16
2015-03-09,Matale,25.17,4.87
2015-03-16,Matale,25.9,0.11
2015-03-23,Matale,26.79,1.83
2015-03-30,Matale,26.9,12.57
2015-04-06,Matale,26.56,4.97
2015-04-13,Matale,26.43,6.56
2015-04-20,Matale,26.26,15.09
2015-04-27,Matale,26.48,8.94
2015-05-04,Matale,26.37,6.51
2015-05-11,Matale,26.32,8.26
2015-05-18,Matale,27.06,0.36
2015-05-25,Matale,27.39,1.83
2015-06-01,Matale,26.74,3.97
2015-06-08,Matale,27.04,0.84
2015-06-15,Matale,26.54,2.26
2015-06-22,Matale,26.95,3.5
2015-06-29,Matale,26.55,3.06
2015-07-06,Matale,26.66,2.39
2015-07-13,Matale,26.26,5.77
2015-07-20,Matale,25.9,2.31
2015-07-27,Matale,26.59,0.36
2015-08-03,Matale,26.72,2.06
2015-08-10,Matale,26.96,6.24
2015-08-17,Matale,26.57,7.43
2015-08-24,Matale,26.29,1.77
2015-08-31,Matale,27.22,4.06
2015-09-07,Matale,26.04,3.0
2015-09-14,Matale,26.53,3.29
2015-09-21,Matale,26.58,5.0
2015-09-28,Matale,26.14,3.69
2015-10-05,Matale,26.51,3.19
2015-10-12,Matale,26.5,35.29
2015-10-19,Matale,25.86,32.2
2015-10-26,Matale,24.7,56.11
2015-11-02,Matale,25.21,17.7
2015-11-09,Matale,24.72,25.97
2015-11-16,Matale,25.42,7.36
2015-11-23,Matale,25.16,3.76
2015-11-30,Matale,25.0,11.16
2015-12-07,Matale,25.76,12.63
2015-12-14,Matale,25.1,5.7
2015-12-21,Matale,24.56,1.16
2015-12-28,Matale,25.08,1.83
2016-01-04,Matale,25.08,0.47
2016-01-11,Matale,24.24,0.0
2016-01-18,Matale,25.28,1.16
2016-01-25,Matale,24.91,0.16
2016-02-01,Matale,25.01,0.0
2016-02-08,Matale,26.3,0.17
2016-02-15,Matale,26.38,1.29
2016-02-22,Matale,26.33,0.36
2016-02-29,Matale,27.22,0.34
2016-03-07,Matale,28.22,0.47
2016-03-14,Matale,28.71,0.61
2016-03-21,Matale,28.69,0.11
2016-03-28,Matale,28.1,2.04
2016-04-04,Matale,28.89,2.26
2016-04-11,Matale,29.03,0.79
2016-04-18,Matale,28.67,4.73
2016-04-25,Matale,28.9,5.37
2016-05-02,Matale,27.67,7.11
2016-05-09,Matale,26.29,50.97
2016-05-16,Matale,26.3,41.09
2016-05-23,Matale,26.78,1.94
2016-05-30,Matale,26.51,2.2
2016-06-06,Matale,26.71,2.27
2016-06-13,Matale,25.96,3.67
2016-06-20,Matale,26.05,3.11
2016-06-27,Matale,26.59,2.26
2016-07-04,Matale,26.65,2.17
2016-07-11,Matale,26.29,1.79
2016-07-18,Matale,26.06,2.13
2016-07-25,Matale,26.06,3.1
2016-08-01,Matale,26.82,1.2
2016-08-08,Matale,26.77,1.73
2016-08-15,Matale,26.43,2.29
2016-08-22,Matale,26.04,3.5
2016-08-29,Matale,26.01,1.7
2016-09-05,Matale,26.59,0.51
2016-09-12,Matale,26.85,2.21
2016-09-19,Matale,26.93,1.96
2016-09-26,Matale,26.99,0.63
2016-10-03,Matale,27.19,0.41
2016-10-10,Matale,27.54,2.06
2016-10-17,Matale,26.56,1.2
2016-10-24,Matale,26.28,1.47
2016-10-31,Matale,25.54,10.54
2016-11-07,Matale,25.58,4.2
2016-11-14,Matale,25.26,9.7
2016-11-21,Matale,25.29,6.77
2016-11-28,Matale,23.74,1.13
2016-12-05,Matale,24.78,1.66
2016-12-12,Matale,25.05,0.54
2016-12-19,Matale,23.91,3.16
2016-12-26,Matale,25.01,1.29
2017-01-02,Matale,23.66,0.1
2017-01-09,Matale,24.25,0.0
2017-01-16,Matale,24.04,1.53
2017-01-23,Matale,24.55,13.16
2017-01-30,Matale,23.23,0.21
2017-02-06,Matale,24.33,0.0
2017-02-13,Matale,24.97,0.66
2017-02-20,Matale,26.55,1.29
2017-02-27,Matale,25.89,4.74
2017-03-06,Matale,26.35,6.6
2017-03-13,Matale,25.81,6.01
2017-03-20,Matale,26.21,0.33
2017-03-27,Matale,27.07,2.21
2017-04-03,Matale,27.57,2.73
2017-04-10,Matale,26.95,9.31
2017-04-17,Matale,27.08,0.73
2017-04-24,Matale,27.76,2.76
2017-05-01,Matale,27.08,12.26
2017-05-08,Matale,26.63,6.9
2017-05-15,Matale,26.26,6.11
2017-05-22,Matale,25.45,7.49
2017-05-29,Matale,24.72,11.61
2017-06-05,Matale,25.21,5.86
2017-06-12,Matale,25.66,3.56
2017-06-19,Matale,24.83,6.31
2017-06-26,Matale,24.91,6.04
2017-07-03,Matale,25.12,4.33
2017-07-10,Matale,24.99,5.39
2017-07-17,Matale,25.31,3.23
2017-07-24,Matale,25.51,3.63
2017-07-31,Matale,24.52,9.59
2017-08-07,Matale,25.24,5.4
2017-08-14,Matale,24.54,6.67
2017-08-21,Matale,24.74,5.57
2017-08-28,Matale,25.35,13.23
2017-09-04,Matale,24.45,7.53
2017-09-11,Matale,24.9,6.59
2017-09-18,Matale,24.95,3.04
2017-09-25,Matale,24.58,3.64
2017-10-02,Matale,25.19,3.46
2017-10-09,Matale,24.24,11.0
2017-10-16,Matale,24.94,10.86
2017-10-23,Matale,25.01,13.39
2017-10-30,Matale,24.56,15.16
2017-11-06,Matale,24.56,5.06
2017-11-13,Matale,24.49,1.17
2017-11-20,Matale,24.36,8.8
2017-11-27,Matale,24.03,23.3
2017-12-04,Matale,24.35,1.2
2017-12-11,Matale,24.66,3.54
2017-12-18,Matale,23.74,0.17
2017-12-25,Matale,24.04,0.46
2018-01-01,Matale,23.34,0.16
2018-01-08,Matale,24.16,2.61
2018-01-15,Matale,23.09,0.0
2018-01-22,Matale,24.68,0.01
2018-01-29,Matale,24.81,0.99
2018-02-05,Matale,25.89,1.23
2018-02-12,Matale,25.29,0.26
2018-02-19,Matale,25.23,0.27
2018-02-26,Matale,26.27,3.5
2018-03-05,Matale,25.76,2.33
2018-03-12,Matale,26.29,6.41
2018-03-19,Matale,26.96,17.44
2018-03-26,Matale,26.79,4.64
2018-04-02,Matale,26.3,7.03
2018-04-09,Matale,26.4,7.4
2018-04-16,Matale,26.42,2.04
2018-04-23,Matale,26.66,8.73
2018-04-30,Matale,26.47,5.2
2018-05-07,Matale,25.96,12.53
2018-05-14,Matale,25.5,10.4
2018-05-21,Matale,24.69,11.36
2018-05-28,Matale,25.29,8.91
2018-06-04,Matale,24.99,11.17
2018-06-11,Matale,24.78,7.69
2018-06-18,Matale,24.51,7.46
2018-06-25,Matale,24.7,6.7
2018-07-02,Matale,24.84,5.3
2018-07-09,Matale,24.2,11.09
2018-07-16,Matale,24.91,6.99
2018-07-23,Matale,24.83,5.41
2018-07-30,Matale,24.56,5.87
2018-08-06,Matale,23.81,9.59
2018-08-13,Matale,23.64,23.74
2018-08-20,Matale,24.79,3.01
2018-08-27,Matale,24.9,2.71
2018-09-03,Matale,25.14,0.61
2018-09-10,Matale,25.66,1.84
2018-09-17,Matale,24.94,11.47
2018-09-24,Matale,25.21,19.4
2018-10-01,Matale,25.27,42.37
2018-10-08,Matale,24.72,6.24
2018-10-15,Matale,24.51,14.47
2018-10-22,Matale,24.71,18.14
2018-10-29,Matale,24.64,16.06
2018-11-05,Matale,24.38,27.53
2018-11-12,Matale,24.13,8.79
2018-11-19,Matale,24.74,13.5
2018-11-26,Matale,24.81,2.34
2018-12-03,Matale,24.7,5.39
2018-12-10,Matale,23.34,0.94
2018-12-17,Matale,23.96,3.81
2018-12-24,Matale,23.73,1.37
2018-12-31,Matale,23.14,0.14
2019-01-07,Matale,24.14,3.29
2019-01-14,Matale,23.37,1.73
2019-01-21,Matale,25.07,0.49
2019-01-28,Matale,24.85,0.3
2019-02-04,Matale,25.63,19.59
2019-02-11,Matale,24.96,7.49
2019-02-18,Matale,24.27,0.56
2019-02-25,Matale,25.58,3.66
2019-03-04,Matale,26.74,0.9
2019-03-11,Matale,26.36,0.96
2019-03-18,Matale,26.64,3.34
2019-03-25,Matale,27.33,0.2
2019-04-01,Matale,28.71,0.56
2019-04-08,Matale,28.31,1.64
2019-04-15,Matale,26.8,19.4
2019-04-22,Matale,26.56,2.21
2019-04-29,Matale,26.1,5.67
2019-05-06,Matale,26.76,0.94
2019-05-13,Matale,26.96,1.5
2019-05-20,Matale,27.13,2.69
2019-05-27,Matale,27.44,1.77
2019-06-03,Matale,26.5,4.94
2019-06-10,Matale,26.55,3.96
2019-06-17,Matale,25.61,8.83
2019-06-24,Matale,25.76,4.39
2019-07-01,Matale,26.05,2.1
2019-07-08,Matale,26.29,2.17
2019-07-15,Matale,25.14,11.66
2019-07-22,Matale,25.16,2.89
2019-07-29,Matale,25.73,1.79
2019-08-05,Matale,24.81,12.47
2019-08-12,Matale,24.55,15.5
2019-08-19,Matale,24.41,8.77
2019-08-26,Matale,24.25,7.46
2019-09-02,Matale,25.14,3.87
2019-09-09,Matale,25.01,6.01
2019-09-16,Matale,24.94,5.53
2019-09-23,Matale,24.67,9.87
2019-09-30,Matale,25.11,28.67
2019-10-07,Matale,24.79,37.99
2019-10-14,Matale,25.14,28.8
2019-10-21,Matale,24.13,11.0
2019-10-28,Matale,24.47,11.39
2019-11-04,Matale,24.82,4.06
2019-11-11,Matale,25.14,9.04
2019-11-18,Matale,24.87,3.81
2019-11-25,Matale,24.85,9.01
2019-12-02,Matale,24.83,1.71
2019-12-09,Matale,24.06,6.0
2019-12-16,Matale,24.73,2.2
2019-12-23,Matale,24.55,0.53
2019-12-30,Matale,25.18,0.63
2020-01-06,Matale,24.02,0.4
2020-01-13,Matale,24.34,0.37
2020-01-20,Matale,25.53,0.74
2020-01-27,Matale,24.27,0.01
2020-02-03,Matale,25.55,0.04
2020-02-10,Matale,25.55,1.84
2020-02-17,Matale,25.64,0.76
2020-02-24,Matale,26.06,0.0
2020-03-02,Matale,26.92,1.44
2020-03-09,Matale,27.0,0.24
2020-03-16,Matale,27.66,0.97
2020-03-23,Matale,27.24,0.53
2020-03-30,Matale,27.49,5.04
2020-04-06,Matale,27.36,4.53
2020-04-13,Matale,27.15,9.3
2020-04-20,Matale,26.8,6.49
2020-04-27,Matale,27.21,2.09
2020-05-04,Matale,26.76,8.46
2020-05-11,Matale,25.99,18.16
2020-05-18,Matale,25.56,9.16
2020-05-25,Matale,26.35,3.46
2020-06-01,Matale,25.7,3.11
2020-06-08,Matale,25.41,6.71
2020-06-15,Matale,25.91,4.39
2020-06-22,Matale,25.49,6.06
2020-06-29,Matale,25.44,4.97
2020-07-06,Matale,25.39,5.66
2020-07-13,Matale,25.69,8.27
