week_start_date,district,average_temperature,average_rainfall
2017-07-03,Badulla,27.09,4.71
2017-07-10,Badulla,26.32,0.37
2017-07-17,Badulla,27.24,0.17
2017-07-24,Badulla,27.42,1.79
2017-07-31,Badulla,27.01,5.91
2017-08-07,Badulla,25.6,7.49
2017-08-14,Badulla,25.13,2.57
2017-08-21,Badulla,25.34,1.57
2017-08-28,Badulla,25.64,5.19
2017-09-04,Badulla,23.74,6.26
2017-09-11,Badulla,24.01,3.57
2017-09-18,Badulla,25.61,0.4
2017-09-25,Badulla,25.7,1.8
2017-10-02,Badulla,25.11,6.13
2017-10-09,Badulla,24.45,10.6
2017-10-16,Badulla,24.79,2.39
2017-10-23,Badulla,23.74,11.63
2017-10-30,Badulla,22.56,13.89
2017-11-06,Badulla,22.41,9.64
2017-11-13,Badulla,21.74,1.47
2017-11-20,Badulla,21.96,19.23
2017-11-27,Badulla,21.76,42.37
2017-12-04,Badulla,21.66,1.84
2017-12-11,Badulla,22.04,8.84
2017-12-18,Badulla,20.95,4.71
2017-12-25,Badulla,20.98,6.14
2018-01-01,Badulla,19.85,0.59
2018-01-08,Badulla,21.15,7.61
2018-01-15,Badulla,19.74,0.59
2018-01-22,Badulla,20.97,1.49
2018-01-29,Badulla,20.69,9.76
2018-02-05,Badulla,21.96,4.21
2018-02-12,Badulla,21.18,5.31
2018-02-19,Badulla,20.77,4.89
2018-02-26,Badulla,22.16,24.9
2018-03-05,Badulla,21.96,9.49
2018-03-12,Badulla,22.7,5.44
2018-03-19,Badulla,23.1,1.11
2018-03-26,Badulla,22.64,4.97
2018-04-02,Badulla,22.86,5.47
2018-04-09,Badulla,22.98,9.41
2018-04-16,Badulla,22.93,2.89
2018-04-23,Badulla,23.56,3.73
2018-04-30,Badulla,24.04,3.16
2018-05-07,Badulla,23.19,8.24
2018-05-14,Badulla,23.14,7.26
2018-05-21,Badulla,23.04,14.83
2018-05-28,Badulla,24.45,4.61
2018-06-04,Badulla,24.31,5.39
2018-06-11,Badulla,24.33,5.93
2018-06-18,Badulla,23.89,6.46
2018-06-25,Badulla,24.19,4.29
2018-07-02,Badulla,24.24,1.06
2018-07-09,Badulla,24.9,0.51
2018-07-16,Badulla,25.82,0.13
2018-07-23,Badulla,25.73,1.27
2018-07-30,Badulla,25.62,3.56
2018-08-06,Badulla,25.8,0.27
2018-08-13,Badulla,24.92,2.47
2018-08-20,Badulla,25.51,0.4
2018-08-27,Badulla,25.92,0.97
2018-09-03,Badulla,26.11,0.23
2018-09-10,Badulla,25.9,2.14
2018-09-17,Badulla,25.71,5.11
2018-09-24,Badulla,23.32,19.49
2018-10-01,Badulla,22.79,24.03
2018-10-08,Badulla,22.96,5.7
2018-10-15,Badulla,22.46,8.83
2018-10-22,Badulla,22.35,14.69
2018-10-29,Badulla,22.39,13.21
2018-11-05,Badulla,21.79,37.6
2018-11-12,Badulla,21.88,5.97
2018-11-19,Badulla,22.04,9.73
2018-11-26,Badulla,21.84,10.91
2018-12-03,Badulla,21.95,15.93
2018-12-10,Badulla,21.11,0.94
2018-12-17,Badulla,21.14,10.36
2018-12-24,Badulla,20.94,5.27
2018-12-31,Badulla,20.09,6.83
2019-01-07,Badulla,20.92,10.13
2019-01-14,Badulla,20.71,20.83
2019-01-21,Badulla,21.73,2.96
2019-01-28,Badulla,21.3,14.84
2019-02-04,Badulla,21.96,11.1
2019-02-11,Badulla,22.18,9.1
2019-02-18,Badulla,21.96,2.71
2019-02-25,Badulla,22.62,4.34
2019-03-04,Badulla,22.91,3.54
2019-03-11,Badulla,22.03,2.07
2019-03-18,Badulla,22.21,5.81
2019-03-25,Badulla,22.3,0.0
2019-04-01,Badulla,23.6,0.27
2019-04-08,Badulla,24.29,7.09
2019-04-15,Badulla,24.14,8.06
2019-04-22,Badulla,24.09,1.96
2019-04-29,Badulla,24.97,2.13
2019-05-06,Badulla,25.21,0.07
2019-05-13,Badulla,25.59,0.61
2019-05-20,Badulla,25.39,1.2
2019-05-27,Badulla,26.53,0.56
2019-06-03,Badulla,26.29,5.33
2019-06-10,Badulla,26.87,1.43
2019-06-17,Badulla,27.52,0.27
2019-06-24,Badulla,27.03,0.1
2019-07-01,Badulla,27.06,0.17
2019-07-08,Badulla,26.24,1.47
2019-07-15,Badulla,25.74,0.66
2019-07-22,Badulla,25.84,0.97
2019-07-29,Badulla,26.45,0.27
2019-08-05,Badulla,27.09,0.14
2019-08-12,Badulla,25.74,5.26
2019-08-19,Badulla,24.71,2.77
2019-08-26,Badulla,25.54,4.86
2019-09-02,Badulla,26.49,0.59
2019-09-09,Badulla,25.24,5.34
2019-09-16,Badulla,24.62,8.26
2019-09-23,Badulla,23.1,11.69
2019-09-30,Badulla,22.76,16.96
2019-10-07,Badulla,22.74,18.24
2019-10-14,Badulla,22.37,23.01
2019-10-21,Badulla,22.26,8.36
2019-10-28,Badulla,22.19,17.64
2019-11-04,Badulla,22.54,3.13
2019-11-11,Badulla,22.64,8.6
2019-11-18,Badulla,22.13,16.97
2019-11-25,Badulla,22.23,25.03
2019-12-02,Badulla,22.09,23.81
2019-12-09,Badulla,21.69,45.96
2019-12-16,Badulla,22.07,23.29
2019-12-23,Badulla,21.78,3.89
2019-12-30,Badulla,22.29,2.56
2020-01-06,Badulla,21.03,7.6
2020-01-13,Badulla,20.5,2.54
2020-01-20,Badulla,22.24,9.61
2020-01-27,Badulla,20.54,0.33
2020-02-03,Badulla,21.53,2.34
2020-02-10,Badulla,21.89,10.6
2020-02-17,Badulla,21.64,7.91
2020-02-24,Badulla,22.09,2.03
2020-03-02,Badulla,22.64,1.8
2020-03-09,Badulla,22.86,0.16
2020-03-16,Badulla,23.06,2.89
2020-03-23,Badulla,23.01,0.66
2020-03-30,Badulla,23.27,2.56
2020-04-06,Badulla,23.68,3.39
2020-04-13,Badulla,23.89,8.56
2020-04-20,Badulla,23.99,5.37
2020-04-27,Badulla,24.39,2.79
2020-05-04,Badulla,24.39,6.8
2020-05-11,Badulla,24.25,7.33
2020-05-18,Badulla,25.37,1.27
2020-05-25,Badulla,25.08,2.84
2020-06-01,Badulla,24.79,3.21
2020-06-08,Badulla,26.35,0.26
2020-06-15,Badulla,26.49,2.19
2020-06-22,Badulla,25.14,2.57
2020-06-29,Badulla,26.23,2.23
2020-07-06,Badulla,25.23,6.14
2020-07-13,Badulla,25.11,4.24
2020-07-20,Badulla,23.7,6.24
2020-07-27,Badulla,25.44,1.99
2020-08-03,Badulla,25.92,2.21
2020-08-10,Badulla,25.64,0.37
2020-08-17,Badulla,26.45,0.36
2020-08-24,Badulla,25.67,1.34
2020-08-31,Badulla,24.67,4.01
2020-09-07,Badulla,24.36,2.81
2020-09-14,Badulla,25.44,2.97
2020-09-21,Badulla,24.42,2.29
2020-09-28,Badulla,24.66,1.11
2020-10-05,Badulla,25.36,1.9
2020-10-12,Badulla,25.41,0.09
2020-10-19,Badulla,25.73,0.51
2020-10-26,Badulla,25.24,1.79
2020-11-02,Badulla,23.88,12.97
2020-11-09,Badulla,23.06,17.07
2020-11-16,Badulla,22.48,22.5
2020-11-23,Badulla,22.3,1.86
2020-11-30,Badulla,22.57,8.8
2020-12-07,Badulla,21.89,4.43
2020-12-14,Badulla,21.52,15.09
2020-12-21,Badulla,21.52,51.26
2020-12-28,Badulla,21.96,17.17
2021-01-04,Badulla,21.96,36.31
2021-01-11,Badulla,21.91,25.73
2021-01-18,Badulla,21.44,6.57
2021-01-25,Badulla,20.76,9.97
2021-02-01,Badulla,21.2,14.39
2021-02-08,Badulla,20.79,6.31
2021-02-15,Badulla,21.51,2.9
2021-02-22,Badulla,22.79,3.03
2021-03-01,Badulla,21.4,2.83
2021-03-08,Badulla,22.22,5.81
2021-03-15,Badulla,22.13,5.53
2021-03-22,Badulla,22.84,12.87
2021-03-29,Badulla,23.22,0.31
2021-04-05,Badulla,23.03,14.19
2021-04-12,Badulla,22.79,12.11
2021-04-19,Badulla,23.18,0.17
2021-04-26,Badulla,23.67,8.61
2021-05-03,Badulla,23.42,14.16
2021-05-10,Badulla,24.09,8.56
2021-05-17,Badulla,23.8,2.8
2021-05-24,Badulla,24.54,4.16
2021-05-31,Badulla,23.78,11.99
2021-06-07,Badulla,23.71,5.29
2021-06-14,Badulla,23.69,0.14
2021-06-21,Badulla,23.87,3.07
2021-06-28,Badulla,24.59,1.17
2021-07-05,Badulla,24.25,6.66
2021-07-12,Badulla,24.36,1.76
2021-07-19,Badulla,25.35,3.23
2021-07-26,Badulla,25.18,0.81
2021-08-02,Badulla,25.74,4.33
2021-08-09,Badulla,24.8,8.34
2021-08-16,Badulla,24.55,1.27
2021-08-23,Badulla,24.14,5.4
2021-08-30,Badulla,24.42,2.31
2021-09-06,Badulla,25.32,0.53
2021-09-13,Badulla,25.48,6.63
2021-09-20,Badulla,24.46,6.34
2021-09-27,Badulla,23.49,5.31
2021-10-04,Badulla,23.76,4.17
2021-10-11,Badulla,25.17,0.79
2021-10-18,Badulla,23.49,11.71
2021-10-25,Badulla,22.59,15.6
2021-11-01,Badulla,22.51,16.41
2021-11-08,Badulla,22.19,9.27
2021-11-15,Badulla,22.49,4.14
2021-11-22,Badulla,21.86,18.79
2021-11-29,Badulla,21.97,6.23
2021-12-06,Badulla,21.93,4.97
2021-12-13,Badulla,21.67,16.6
2021-12-20,Badulla,20.95,2.41
2021-12-27,Badulla,21.16,6.7
2022-01-03,Badulla,21.24,12.96
2022-01-10,Badulla,21.36,4.57
2022-01-17,Badulla,20.83,2.43
2022-01-24,Badulla,20.69,1.84
2022-01-31,Badulla,20.62,1.2
2022-02-07,Badulla,21.12,14.46
2022-02-14,Badulla,21.11,1.79
2022-02-21,Badulla,21.88,4.24
2022-02-28,Badulla,21.51,3.87
2022-03-07,Badulla,22.41,3.49
2022-03-14,Badulla,23.08,0.7
2022-03-21,Badulla,23.06,1.87
2022-03-28,Badulla,22.99,4.13
2022-04-04,Badulla,22.55,13.01
2022-04-11,Badulla,23.01,8.24
2022-04-18,Badulla,23.42,8.87
2022-04-25,Badulla,23.61,9.97
2022-05-02,Badulla,23.88,0.19
2022-05-09,Badulla,25.17,12.6
2022-05-16,Badulla,24.86,5.26
2022-05-23,Badulla,24.18,8.07
2022-05-30,Badulla,25.06,2.61
2022-06-06,Badulla,24.75,6.0
2022-06-13,Badulla,23.4,4.84
2022-06-20,Badulla,23.73,4.59
2022-06-27,Badulla,25.14,1.91
2022-07-04,Badulla,25.48,0.09
2022-07-11,Badulla,26.19,0.59
2022-07-18,Badulla,25.28,4.36
2022-07-25,Badulla,23.51,4.0
2022-08-01,Badulla,23.68,4.47
2022-08-08,Badulla,24.41,0.43
2022-08-15,Badulla,25.09,1.21
2022-08-22,Badulla,25.24,3.37
2022-08-29,Badulla,23.46,13.31
2022-09-05,Badulla,23.79,1.71
2022-09-12,Badulla,24.07,0.33
2022-09-19,Badulla,24.75,1.5
2022-09-26,Badulla,24.94,4.14
2022-10-03,Badulla,25.35,1.81
2022-10-10,Badulla,22.8,15.53
2022-10-17,Badulla,22.74,5.87
2022-10-24,Badulla,22.16,3.63
2022-10-31,Badulla,22.24,15.93
2022-11-07,Badulla,21.66,13.76
2022-11-14,Badulla,21.04,2.46
2022-11-21,Badulla,21.64,0.73
2022-11-28,Badulla,22.0,12.01
2022-12-05,Badulla,21.13,1.63
2022-12-12,Badulla,20.61,9.34
2022-12-19,Badulla,21.23,15.51
2022-12-26,Badulla,20.7,1.69
2023-01-02,Badulla,20.44,12.77
2023-01-09,Badulla,19.91,2.03
2023-01-16,Badulla,20.44,13.14
2023-01-23,Badulla,20.79,6.99
2023-01-30,Badulla,21.48,8.33
2023-02-06,Badulla,21.14,3.26
2023-02-13,Badulla,20.32,6.89
2023-02-20,Badulla,21.59,6.61
2023-02-27,Badulla,21.03,14.1
2023-03-06,Badulla,21.86,7.69
2023-03-13,Badulla,22.23,4.87
2023-03-20,Badulla,22.89,5.54
2023-03-27,Badulla,22.71,2.59
2023-04-03,Badulla,22.49,4.97
2023-04-10,Badulla,23.11,0.84
2023-04-17,Badulla,24.0,3.03
2023-04-24,Badulla,23.47,12.7
2023-05-01,Badulla,23.59,14.03
2023-05-08,Badulla,24.61,2.17
2023-05-15,Badulla,24.34,0.84
2023-05-22,Badulla,24.24,0.41
2023-05-29,Badulla,25.59,0.94
2023-06-05,Badulla,26.39,1.36
2023-06-12,Badulla,25.97,5.73
2023-06-19,Badulla,25.49,2.77
2023-06-26,Badulla,25.48,9.16
2023-07-03,Badulla,24.33,2.47
2023-07-10,Badulla,25.76,1.93
2023-07-17,Badulla,26.28,1.11
2023-07-24,Badulla,27.41,0.1
2023-07-31,Badulla,27.77,1.3
2023-08-07,Badulla,27.38,5.69
2023-08-14,Badulla,26.81,0.31
2023-08-21,Badulla,27.15,0.61
2023-08-28,Badulla,25.96,5.26
2023-09-04,Badulla,24.96,3.64
2023-09-11,Badulla,25.29,4.66
2023-09-18,Badulla,24.25,5.49
2023-09-25,Badulla,24.46,8.89
2023-10-02,Badulla,24.25,6.96
2023-10-09,Badulla,23.11,14.24
2023-10-16,Badulla,22.93,14.43
2023-10-23,Badulla,23.11,7.73
2023-10-30,Badulla,22.61,21.26
2023-11-06,Badulla,22.9,21.77
2023-11-13,Badulla,23.15,16.39
2023-11-20,Badulla,22.69,19.14
2023-11-27,Badulla,22.69,13.39
2023-12-04,Badulla,23.01,12.76
2023-12-11,Badulla,22.49,24.47
2023-12-18,Badulla,22.61,11.77
2023-12-25,Badulla,22.09,21.63
2024-01-01,Badulla,22.86,11.41
2024-01-08,Badulla,21.56,14.81
2024-01-15,Badulla,21.25,4.16
2024-01-22,Badulla,21.19,4.81
2024-01-29,Badulla,22.29,10.13
2024-02-05,Badulla,22.01,2.91
2024-02-12,Badulla,22.74,7.06
2024-02-19,Badulla,23.03,0.57
2024-02-26,Badulla,22.59,3.3
2024-03-04,Badulla,22.98,0.0
2024-03-11,Badulla,23.94,0.0
2024-03-18,Badulla,23.84,4.76
2024-03-25,Badulla,24.21,6.57
2024-04-01,Badulla,25.21,2.56
2024-04-08,Badulla,24.61,11.36
2024-04-15,Badulla,24.78,1.63
2024-04-22,Badulla,25.74,0.6
2024-04-29,Badulla,26.77,1.8
2024-05-06,Badulla,27.01,6.06
2024-05-13,Badulla,24.54,13.31
2024-05-20,Badulla,25.71,6.91
2024-05-27,Badulla,26.15,4.49
2024-06-03,Badulla,24.93,1.56
2024-06-10,Badulla,25.91,0.93
2024-06-17,Badulla,26.41,1.43
2024-06-24,Badulla,25.96,2.09
2024-07-01,Badulla,25.76,4.5
2024-07-08,Badulla,25.63,6.89
2024-07-15,Badulla,25.87,0.29
2024-07-22,Badulla,27.09,0.37
2024-07-29,Badulla,27.99,1.93
2024-08-05,Badulla,26.17,2.09
2024-08-12,Badulla,24.87,10.87
2024-08-19,Badulla,24.39,3.49
2024-08-26,Badulla,25.84,4.01
2024-09-02,Badulla,26.34,1.79
2024-09-09,Badulla,27.48,1.31
2024-09-16,Badulla,27.81,0.2
2024-09-23,Badulla,26.97,4.43
2024-09-30,Badulla,25.65,2.94
2024-10-07,Badulla,23.68,11.29
2024-10-14,Badulla,23.76,1.64
2024-10-21,Badulla,23.76,5.7
2024-10-28,Badulla,23.73,13.83
2024-11-04,Badulla,22.77,6.59
2024-11-11,Badulla,23.05,7.03
2024-11-18,Badulla,22.88,20.56
2024-11-25,Badulla,22.96,36.6
2024-12-02,Badulla,22.5,1.51
2024-12-09,Badulla,22.85,7.03
2024-12-16,Badulla,22.54,5.73
2024-12-23,Badulla,21.24,3.51
2024-12-30,Badulla,21.32,19.07
2025-01-06,Badulla,21.72,18.46
2025-01-13,Badulla,21.4,28.06
2025-01-20,Badulla,21.79,17.84
2025-01-27,Badulla,22.04,6.37
2025-02-03,Badulla,21.36,2.19
2025-02-10,Badulla,21.97,1.37
2025-02-17,Badulla,22.66,0.94
2025-02-24,Badulla,22.66,16.67
2025-03-03,Badulla,22.29,0.63
2025-03-10,Badulla,22.71,7.29
2025-03-17,Badulla,23.3,5.06
2025-03-24,Badulla,23.21,3.23
2025-03-31,Badulla,23.24,10.69
2025-04-07,Badulla,23.81,2.83
2025-04-14,Badulla,23.69,1.4
2025-04-21,Badulla,23.77,4.29
2025-04-28,Badulla,24.09,6.31
2025-05-05,Badulla,24.85,0.64
2025-05-12,Badulla,25.41,0.4
2025-05-19,Badulla,26.06,3.09
2025-05-26,Badulla,27.13,0.74
2025-06-02,Badulla,26.59,1.34
2025-06-09,Badulla,26.99,3.83
2025-06-16,Badulla,25.96,1.97
2025-06-23,Badulla,26.11,3.1
2025-06-30,Badulla,26.49,0.6
2025-07-07,Badulla,27.09,1.21
2025-07-14,Badulla,26.59,3.09
2025-07-21,Badulla,25.71,2.17
2025-07-28,Badulla,25.86,1.89
2025-08-04,Badulla,24.79,3.59
2025-08-11,Badulla,25.81,1.17
2025-08-18,Badulla,25.86,1.84
2025-08-25,Badulla,27.29,2.51
2025-09-01,Badulla,27.44,2.17
2025-09-08,Badulla,25.67,7.79
2025-09-15,Badulla,25.31,4.7
2025-09-22,Badulla,26.15,2.49
2025-09-29,Badulla,25.95,4.66
2025-10-06,Badulla,23.75,4.96
2025-10-13,Badulla,23.94,18.7
2025-10-20,Badulla,22.93,9.79
2025-10-27,Badulla,23.86,0.33
2025-11-03,Badulla,23.86,1.26
2025-11-10,Badulla,22.9,7.64
2025-11-17,Badulla,22.85,22.96
2025-11-24,Badulla,21.76,73.24
2025-12-01,Badulla,22.06,5.69
2025-12-08,Badulla,21.98,13.03
2025-12-15,Badulla,21.88,24.16
2025-12-22,Badulla,21.86,5.49
2025-12-29,Badulla,22.18,6.89
2026-01-05,Badulla,21.31,19.73
2026-01-12,Badulla,20.84,2.3
2026-01-19,Badulla,20.6,0.99
2026-01-26,Badulla,21.42,13.01
2026-02-02,Badulla,21.89,18.57
2026-02-09,Badulla,20.99,7.73
2026-02-16,Badulla,21.68,27.69
2026-02-23,Badulla,22.24,0.39
2026-03-02,Badulla,22.12,0.26
2026-03-09,Badulla,22.94,2.11
2026-03-16,Badulla,23.29,1.47
2026-03-23,Badulla,24.04,1.46
2026-03-30,Badulla,24.74,4.67
2026-04-06,Badulla,25.44,2.33
2026-04-13,Badulla,24.82,2.99
2026-04-20,Badulla,24.56,7.24
2026-04-27,Badulla,24.78,6.09
2026-05-04,Badulla,24.53,7.69
2026-05-11,Badulla,24.54,7.1
2026-05-18,Badulla,25.73,2.03
2026-05-25,Badulla,26.09,2.04
2026-06-01,Badulla,26.9,1.6
2026-06-08,Badulla,26.57,5.47
2026-06-15,Badulla,26.04,2.17
2026-06-22,Badulla,25.62,3.41
2026-06-29,Badulla,26.39,1.03
2026-07-06,Badulla,26.7,1.67
2026-07-13,Badulla,26.35,1.34
2026-07-20,Badulla,26.54,1.64
2026-07-27,Badulla,27.87,1.75
2013-12-30,Batticaloa,24.67,9.66
2014-01-06,Batticaloa,25.36,5.76
2014-01-13,Batticaloa,24.87,9.84
2014-01-20,Batticaloa,25.18,1.37
2014-01-27,Batticaloa,25.05,4.53
2014-02-03,Batticaloa,24.82,0.0
2014-02-10,Batticaloa,25.24,0.17
2014-02-17,Batticaloa,26.54,2.23
2014-02-24,Batticaloa,26.54,1.54
2014-03-03,Batticaloa,26.94,1.87
2014-03-10,Batticaloa,27.12,0.1
2014-03-17,Batticaloa,27.05,3.4
2014-03-24,Batticaloa,27.34,0.53
2014-03-31,Batticaloa,28.04,1.11
2014-04-07,Batticaloa,28.91,0.23
2014-04-14,Batticaloa,28.79,0.1
2014-04-21,Batticaloa,29.26,1.06
2014-04-28,Batticaloa,28.43,8.49
2014-05-05,Batticaloa,27.89,7.03
2014-05-12,Batticaloa,29.16,1.67
2014-05-19,Batticaloa,30.04,0.24
2014-05-26,Batticaloa,29.78,3.49
2014-06-02,Batticaloa,30.68,0.63
2014-06-09,Batticaloa,31.74,0.11
2014-06-16,Batticaloa,31.84,0.11
2014-06-23,Batticaloa,31.33,0.01
2014-06-30,Batticaloa,31.35,0.29
2014-07-07,Batticaloa,31.18,0.04
2014-07-14,Batticaloa,31.59,0.03
2014-07-21,Batticaloa,32.0,0.23
2014-07-28,Batticaloa,31.59,0.11
2014-08-04,Batticaloa,30.91,1.57
2014-08-11,Batticaloa,29.95,3.61
2014-08-18,Batticaloa,27.81,9.34
2014-08-25,Batticaloa,28.84,1.51
2014-09-01,Batticaloa,28.91,4.74
2014-09-08,Batticaloa,29.42,1.11
2014-09-15,Batticaloa,30.21,0.33
2014-09-22,Batticaloa,28.76,1.94
2014-09-29,Batticaloa,27.59,10.34
2014-10-06,Batticaloa,28.84,2.67
2014-10-13,Batticaloa,27.19,7.63
2014-10-20,Batticaloa,26.84,7.66
2014-10-27,Batticaloa,27.05,5.84
2014-11-03,Batticaloa,27.02,2.31
2014-11-10,Batticaloa,26.6,5.66
2014-11-17,Batticaloa,25.43,23.36
2014-11-24,Batticaloa,25.24,20.26
2014-12-01,Batticaloa,25.59,8.5
2014-12-08,Batticaloa,25.91,8.26
2014-12-15,Batticaloa,25.3,39.67
2014-12-22,Batticaloa,24.06,60.61
2014-12-29,Batticaloa,26.2,1.6
2015-01-05,Batticaloa,25.33,1.64
2015-01-12,Batticaloa,25.39,0.84
2015-01-19,Batticaloa,25.48,1.21
2015-01-26,Batticaloa,25.89,2.94
2015-02-02,Batticaloa,25.39,6.93
2015-02-09,Batticaloa,25.39,7.33
2015-02-16,Batticaloa,25.02,0.86
2015-02-23,Batticaloa,25.83,5.03
2015-03-02,Batticaloa,26.94,0.4
2015-03-09,Batticaloa,26.34,7.73
2015-03-16,Batticaloa,26.23,0.4
2015-03-23,Batticaloa,26.82,2.17
2015-03-30,Batticaloa,27.94,1.47
2015-04-06,Batticaloa,28.16,1.36
2015-04-13,Batticaloa,27.7,5.49
2015-04-20,Batticaloa,28.11,3.23
2015-04-27,Batticaloa,28.57,1.23
2015-05-04,Batticaloa,28.57,6.56
2015-05-11,Batticaloa,28.26,10.21
2015-05-18,Batticaloa,29.67,1.37
2015-05-25,Batticaloa,29.97,4.3
2015-06-01,Batticaloa,28.79,7.23
2015-06-08,Batticaloa,29.46,1.01
2015-06-15,Batticaloa,30.25,0.31
2015-06-22,Batticaloa,30.79,0.64
2015-06-29,Batticaloa,30.33,0.73
2015-07-06,Batticaloa,31.64,0.47
2015-07-13,Batticaloa,31.38,0.14
2015-07-20,Batticaloa,30.54,0.5
2015-07-27,Batticaloa,30.34,0.86
2015-08-03,Batticaloa,31.41,0.19
2015-08-10,Batticaloa,31.23,3.41
2015-08-17,Batticaloa,29.23,2.11
2015-08-24,Batticaloa,30.46,0.04
2015-08-31,Batticaloa,29.56,5.67
2015-09-07,Batticaloa,28.68,8.93
2015-09-14,Batticaloa,30.19,0.66
2015-09-21,Batticaloa,28.77,5.64
2015-09-28,Batticaloa,27.79,13.41
2015-10-05,Batticaloa,28.46,4.66
2015-10-12,Batticaloa,27.16,7.2
2015-10-19,Batticaloa,26.65,16.09
2015-10-26,Batticaloa,25.83,26.33
2015-11-02,Batticaloa,26.25,11.46
2015-11-09,Batticaloa,26.41,17.19
2015-11-16,Batticaloa,26.59,6.54
2015-11-23,Batticaloa,26.29,9.5
2015-11-30,Batticaloa,26.51,12.13
2015-12-07,Batticaloa,26.18,15.36
2015-12-14,Batticaloa,25.87,8.17
2015-12-21,Batticaloa,26.26,4.87
2015-12-28,Batticaloa,25.91,7.61
2016-01-04,Batticaloa,26.14,4.44
2016-01-11,Batticaloa,25.96,0.43
2016-01-18,Batticaloa,26.32,1.56
2016-01-25,Batticaloa,26.26,0.53
2016-02-01,Batticaloa,26.76,0.1
2016-02-08,Batticaloa,26.9,0.14
2016-02-15,Batticaloa,26.79,5.24
2016-02-22,Batticaloa,26.94,2.3
2016-02-29,Batticaloa,27.14,2.0
2016-03-07,Batticaloa,27.76,0.69
2016-03-14,Batticaloa,27.9,0.0
2016-03-21,Batticaloa,28.37,0.06
2016-03-28,Batticaloa,28.18,4.33
2016-04-04,Batticaloa,29.45,0.59
2016-04-11,Batticaloa,30.19,0.1
2016-04-18,Batticaloa,30.25,0.4
2016-04-25,Batticaloa,30.24,0.5
2016-05-02,Batticaloa,30.12,1.34
2016-05-09,Batticaloa,27.82,23.07
2016-05-16,Batticaloa,29.22,5.14
2016-05-23,Batticaloa,30.03,0.17
2016-05-30,Batticaloa,30.21,0.03
2016-06-06,Batticaloa,30.44,0.61
2016-06-13,Batticaloa,31.01,0.13
2016-06-20,Batticaloa,30.85,0.31
2016-06-27,Batticaloa,31.73,0.04
2016-07-04,Batticaloa,31.79,0.16
2016-07-11,Batticaloa,30.89,1.61
2016-07-18,Batticaloa,30.22,1.33
2016-07-25,Batticaloa,28.74,5.16
2016-08-01,Batticaloa,31.18,0.01
2016-08-08,Batticaloa,31.33,0.41
2016-08-15,Batticaloa,31.49,0.19
2016-08-22,Batticaloa,29.99,6.06
2016-08-29,Batticaloa,29.85,1.8
2016-09-05,Batticaloa,30.74,0.0
2016-09-12,Batticaloa,31.19,1.17
2016-09-19,Batticaloa,31.28,0.4
2016-09-26,Batticaloa,31.44,0.06
2016-10-03,Batticaloa,31.03,0.24
2016-10-10,Batticaloa,30.46,3.36
2016-10-17,Batticaloa,28.75,5.14
2016-10-24,Batticaloa,28.13,6.63
2016-10-31,Batticaloa,27.21,9.16
2016-11-07,Batticaloa,26.9,2.36
2016-11-14,Batticaloa,25.93,13.04
2016-11-21,Batticaloa,26.44,5.29
2016-11-28,Batticaloa,25.09,3.03
2016-12-05,Batticaloa,26.36,1.49
2016-12-12,Batticaloa,26.36,1.33
2016-12-19,Batticaloa,25.06,3.63
2016-12-26,Batticaloa,25.78,7.83
2017-01-02,Batticaloa,24.8,2.09
2017-01-09,Batticaloa,24.49,0.46
2017-01-16,Batticaloa,25.68,13.81
2017-01-23,Batticaloa,25.18,21.4
2017-01-30,Batticaloa,25.33,0.96
2017-02-06,Batticaloa,24.93,0.04
2017-02-13,Batticaloa,26.02,6.57
2017-02-20,Batticaloa,25.89,1.6
2017-02-27,Batticaloa,26.09,13.09
2017-03-06,Batticaloa,27.23,4.43
2017-03-13,Batticaloa,27.01,1.23
2017-03-20,Batticaloa,26.95,0.03
2017-03-27,Batticaloa,27.74,3.6
2017-04-03,Batticaloa,28.06,0.67
2017-04-10,Batticaloa,29.14,3.54
2017-04-17,Batticaloa,29.98,0.07
2017-04-24,Batticaloa,29.85,0.96
2017-05-01,Batticaloa,29.56,2.71
2017-05-08,Batticaloa,28.91,2.9
2017-05-15,Batticaloa,30.95,2.83
2017-05-22,Batticaloa,30.27,4.61
2017-05-29,Batticaloa,31.39,0.83
2017-06-05,Batticaloa,31.84,0.81
2017-06-12,Batticaloa,30.49,2.56
2017-06-19,Batticaloa,30.91,2.79
2017-06-26,Batticaloa,31.76,0.33
2017-07-03,Batticaloa,31.46,2.74
2017-07-10,Batticaloa,30.83,0.4
2017-07-17,Batticaloa,31.41,0.24
2017-07-24,Batticaloa,30.83,2.24
2017-07-31,Batticaloa,30.61,1.31
2017-08-07,Batticaloa,29.36,5.96
2017-08-14,Batticaloa,29.32,0.6
2017-08-21,Batticaloa,31.04,1.96
2017-08-28,Batticaloa,30.16,3.7
2017-09-04,Batticaloa,27.92,14.21
2017-09-11,Batticaloa,28.66,2.16
2017-09-18,Batticaloa,29.63,0.91
2017-09-25,Batticaloa,29.75,2.47
2017-10-02,Batticaloa,28.95,5.06
2017-10-09,Batticaloa,28.14,11.69
2017-10-16,Batticaloa,28.48,2.33
2017-10-23,Batticaloa,27.21,12.2
2017-10-30,Batticaloa,26.48,10.59
2017-11-06,Batticaloa,26.29,6.94
2017-11-13,Batticaloa,26.91,2.03
2017-11-20,Batticaloa,25.96,12.36
